,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
371,Ubatuba,-23.43,-45.07,68.0,94,100,3.09,BR,1601344898
372,Kalemie,-5.95,29.19,72.21,79,100,8.84,CD,1601344898
373,Vestmannaeyjar,63.44,-20.27,46.22,71,99,18.32,IS,1601344898
374,Deputatsky,69.3,139.9,40.8,74,83,3.09,RU,1601344899
375,Uíge,-7.61,15.06,66.94,92,99,2.39,AO,1601344899
376,Diffa,13.32,12.61,81.41,61,73,8.14,NE,1601344900
377,Aracruz,-19.82,-40.27,79.0,78,0,11.41,BR,1601344797
378,Kenai,60.55,-151.26,52.0,71,90,14.99,US,1601344900
379,Båtsfjord,70.63,29.72,46.65,85,11,10.07,NO,1601344900
380,Padang,-0.95,100.35,82.67,67,90,1.21,ID,1601344901
381,Liverpool,53.41,-2.98,54.0,100,5,3.36,GB,1601344755
382,Cabo San Lucas,22.89,-109.91,86.0,48,5,8.05,MX,1601344801
383,Saskylakh,71.92,114.08,29.08,96,100,14.45,RU,1601344902
384,Henties Bay,-22.12,14.28,50.0,89,0,5.21,NA,1601344902
385,Tuatapere,-46.13,167.68,39.99,71,80,23.0,NZ,1601344902
386,Nong Bua,15.86,100.59,86.0,73,97,5.12,TH,1601344903
387,‘Āhuimanu,21.44,-157.84,89.6,66,20,11.41,US,1601344903
388,Nizhniy Kislyay,50.85,40.17,51.76,46,100,12.35,RU,1601344903
389,Sola,-13.88,167.55,79.5,84,60,15.61,VU,1601344904
390,Yate,51.54,-2.42,57.0,93,92,3.0,GB,1601344904
391,Conceição do Araguaia,-8.26,-49.26,84.51,42,0,3.69,BR,1601344809
392,Meadow Lake,34.8,-106.54,64.4,25,40,4.7,US,1601344904
393,Bosaso,11.28,49.18,83.34,68,6,2.39,SO,1601344905
394,Vianden,49.94,6.21,50.0,95,100,4.45,LU,1601344905
395,Tautira,-17.73,-149.15,82.4,69,40,9.17,PF,1601344906
396,Plast,54.37,60.81,44.98,94,0,5.68,RU,1601344906
397,Praia,14.92,-23.51,80.6,88,40,13.87,CV,1601344806
398,The Valley,18.22,-63.06,84.2,74,20,10.29,AI,1601344907
399,San Onofre,9.74,-75.53,79.74,83,94,4.09,CO,1601344907
400,Matagami,49.75,-77.63,53.6,100,90,5.82,CA,1601344907
401,Longyearbyen,78.22,15.64,39.2,86,75,6.93,SJ,1601344908
402,Leżajsk,50.26,22.42,54.0,100,75,3.36,PL,1601344908
403,Pak Phanang,8.35,100.2,84.2,79,20,2.24,TH,1601344908
404,Kulhudhuffushi,6.62,73.07,82.2,75,92,8.95,MV,1601344909
405,Sitka,57.05,-135.33,55.4,76,40,6.93,US,1601344831
406,Manzhouli,49.6,117.43,46.53,56,0,13.15,CN,1601344909
407,Sur,22.57,59.53,82.17,53,0,6.98,OM,1601344910
408,Paungde,18.48,95.5,80.8,89,100,3.83,MM,1601344910
409,Jacareacanga,-6.22,-57.75,78.46,64,33,0.87,BR,1601344911
410,Khanbari,27.37,87.2,75.47,66,9,0.13,NP,1601344911
411,Cassilândia,-19.11,-51.73,87.66,23,100,2.51,BR,1601344911
412,Katsuura,35.13,140.3,73.0,64,75,14.99,JP,1601344912
413,College,64.86,-147.8,51.8,57,75,5.82,US,1601344912
414,Boguszów-Gorce,50.76,16.2,46.99,91,100,3.09,PL,1601344755
415,Moranbah,-22.0,148.05,77.63,44,55,17.13,AU,1601344913
416,Shakawe,-18.37,21.85,68.11,22,18,8.03,BW,1601344913
417,Bandundu Province,-3.32,17.37,71.51,91,100,0.58,CD,1601344913
418,Aykhal,66.0,111.5,24.8,100,90,13.42,RU,1601344914
419,Muros,42.78,-9.06,55.99,79,100,9.69,ES,1601344914
420,Mayna,54.11,47.62,46.74,59,42,3.22,RU,1601344914
421,Berdigestyakh,62.1,126.7,43.11,71,25,9.26,RU,1601344839
422,Marsá Maţrūḩ,31.35,27.25,73.4,88,0,5.82,EG,1601344915
423,Lopandino,52.47,34.82,54.07,58,100,9.57,RU,1601344915
424,Townsville,-19.25,146.8,80.6,54,40,19.46,AU,1601344916
425,Karratha,-20.74,116.85,88.38,17,45,11.7,AU,1601344810
426,Lázaro Cárdenas,17.96,-102.2,80.6,78,100,0.67,MX,1601344916
427,Fairbanks,64.84,-147.72,51.8,57,90,1.14,US,1601344801
428,Talcahuano,-36.72,-73.12,50.0,76,75,5.82,CL,1601344917
429,Borogontsy,62.67,131.17,43.84,66,0,6.2,RU,1601344917
430,Berlevåg,70.86,29.09,48.74,82,13,7.54,NO,1601344918
431,La Presa,32.71,-117.0,81.0,54,1,9.17,US,1601344637
432,Marystown,47.17,-55.15,64.0,100,68,1.99,CA,1601344918
433,Kangaatsiaq,68.31,-53.46,32.85,91,100,2.26,GL,1601344919
434,Iskateley,67.68,53.15,47.05,95,100,11.65,RU,1601344919
435,Kushiro,42.98,144.37,62.6,72,20,4.7,JP,1601344920
436,Coquimbo,-29.95,-71.34,55.4,82,39,4.7,CL,1601344920
437,Krasnosel'kup,65.7,82.47,32.05,95,48,10.0,RU,1601344921
438,Gouré,13.98,10.27,82.0,59,91,5.01,NE,1601344921
439,Odienné,9.51,-7.57,71.38,91,13,1.52,CI,1601344922
440,Moengo,5.62,-54.4,77.02,84,0,5.57,SR,1601344922
441,Atar,20.52,-13.05,86.09,28,0,5.77,MR,1601344923
442,Benghazi,32.12,20.07,77.58,76,0,13.98,LY,1601344923
443,Mocuba,-16.84,36.99,72.75,64,0,2.75,MZ,1601344923
444,Buala,-8.14,159.59,81.05,82,100,7.38,SB,1601344924
445,Sørland,67.67,12.69,53.22,85,35,12.48,NO,1601344924
446,Praia,14.92,-23.51,80.6,88,40,13.87,CV,1601344806
447,Ambovombe,-25.17,46.08,68.29,83,0,2.8,MG,1601344924
448,Vardø,70.37,31.11,48.22,89,0,8.37,NO,1601344925
449,Estevan,49.13,-102.98,57.2,44,75,6.93,CA,1601344856
450,Constitución,-35.33,-72.42,48.16,85,100,8.25,CL,1601344925
451,Imbituba,-28.24,-48.67,66.2,72,75,3.36,BR,1601344742
452,Srednekolymsk,67.45,153.68,52.77,53,100,9.08,RU,1601344926
453,Karlshamn,56.17,14.86,41.0,100,18,5.82,SE,1601344926
454,Al Bardīyah,31.76,25.09,77.13,66,0,4.81,LY,1601344926
455,Saint George,37.1,-113.58,84.2,11,1,11.41,US,1601344857
456,Egvekinot,66.32,-179.17,36.05,76,0,1.57,RU,1601344927
457,Bathsheba,13.22,-59.52,71.6,94,75,13.87,BB,1601344927
458,Gigmoto,13.78,124.39,87.85,61,97,4.36,PH,1601344928
459,Kiryat Gat,31.61,34.76,77.0,73,40,3.36,IL,1601344863
460,Dessie,11.13,39.63,54.1,82,87,1.34,ET,1601344928
461,Dingtao,35.07,115.56,73.4,57,75,2.39,CN,1601344929
462,Rafsanjān,30.41,55.99,52.41,55,2,7.11,IR,1601344929
463,Kungurtug,50.6,97.52,41.0,60,11,0.92,RU,1601344929
464,Yakima,46.47,-120.67,73.4,31,1,5.82,US,1601344778
465,Borduşani,44.48,27.9,70.0,94,40,10.29,RO,1601344930
466,Acapulco de Juárez,16.86,-99.89,78.8,94,75,4.7,MX,1601344920
467,Lábrea,-7.26,-64.8,79.5,64,6,1.01,BR,1601344930
468,Zhangjiakou Shi Xuanhua Qu,40.61,115.04,53.6,63,100,1.57,CN,1601344931
469,Mana,5.66,-53.78,79.02,83,3,12.77,GF,1601344931
470,Akdepe,42.06,59.38,44.6,52,0,11.41,TM,1601344931
471,Tūkrah,32.53,20.58,76.14,85,0,12.06,LY,1601344932
472,Pyshma,56.95,63.25,42.53,87,86,5.48,RU,1601344932
473,Nísia Floresta,-6.09,-35.21,75.2,88,20,5.82,BR,1601344932
474,Lima,-12.04,-77.03,61.0,82,40,11.41,PE,1601344896
475,Cotonou,6.37,2.42,77.2,87,100,11.01,BJ,1601344933
476,Sinop Province,41.77,34.87,69.37,45,0,8.43,TR,1601344933
477,Chapais,49.78,-74.85,59.0,100,40,8.05,CA,1601344934
478,Jasper,37.2,-94.35,57.2,50,1,4.7,US,1601344934
479,Vozhega,60.47,40.22,44.91,88,74,5.14,RU,1601344934
480,Prome,18.82,95.22,81.91,86,90,3.22,MM,1601344934
481,Esna,25.29,32.55,77.0,33,0,2.24,EG,1601344935
482,Ippy,6.27,21.22,67.86,98,100,2.57,CF,1601344935
483,Vanavara,60.34,102.28,33.89,88,100,6.42,RU,1601344936
484,Praia da Vitória,38.73,-27.07,68.0,94,75,15.84,PT,1601344936
485,Bathurst,-33.42,149.58,64.0,42,0,5.59,AU,1601344937
486,Dwārka,22.24,68.97,80.6,76,0,11.05,IN,1601344937
487,Rosetta,31.4,30.42,77.0,88,0,4.7,EG,1601344938
488,Poli,-3.33,36.8,60.66,93,84,3.69,TZ,1601344938
489,Uyuni,-20.46,-66.83,50.76,46,61,9.86,BO,1601344693
490,Gizo Government Station,-8.1,156.84,78.15,84,100,7.38,SB,1601344939
491,Mizdah,31.45,12.98,68.02,83,74,13.58,LY,1601344939
492,Nador,35.17,-2.93,68.0,88,47,3.98,MA,1601344749
493,Araouane,18.9,-3.53,93.04,17,0,5.06,ML,1601344940
494,Mitú,1.2,-70.17,75.51,83,100,1.86,CO,1601344940
495,Djambala,-2.54,14.75,65.95,96,100,1.95,CG,1601344941
496,Navahrudak,53.6,25.83,47.12,83,100,9.98,BY,1601344941
497,Lebanon,36.21,-86.29,55.99,100,75,1.39,US,1601344941
498,Shetpe,44.17,52.12,49.73,48,0,5.91,KZ,1601344942
499,Kajaani,64.23,27.73,41.0,93,99,3.36,FI,1601344942
500,Pozo Colorado,-23.49,-58.8,70.02,39,0,5.66,PY,1601344942
501,Miramar,25.99,-80.23,84.2,74,1,3.36,US,1601344942
502,Manggar,-2.88,108.27,83.89,72,16,13.87,ID,1601344943
503,Xinpu,34.6,119.16,73.0,58,41,4.74,CN,1601344943
504,Gamba,-2.65,10.0,75.29,76,100,5.48,GA,1601344944
505,Verkhoyansk,67.54,133.38,45.23,57,0,5.95,RU,1601344944
506,Muli,2.92,73.57,82.36,75,91,9.82,MV,1601344944
507,Roebourne,-20.78,117.13,89.04,17,56,14.76,AU,1601344945
508,Gravdal,68.12,13.5,52.65,82,68,10.71,NO,1601344945
509,Tynda,55.17,124.72,45.79,57,0,9.8,RU,1601344865
510,Yashkul',46.17,45.34,54.68,62,0,14.88,RU,1601344945
511,Half Moon Bay,37.46,-122.43,69.8,93,90,8.05,US,1601344946
512,Talnakh,69.49,88.4,30.2,100,75,8.95,RU,1601344946
513,Yar-Sale,66.83,70.83,37.17,88,98,10.69,RU,1601344947
514,Dickinson,29.46,-95.05,73.99,46,75,11.41,US,1601344947
515,Toora-Khem,52.47,96.11,39.27,69,100,2.17,RU,1601344947
516,Esfarāyen,37.08,57.51,46.4,65,0,2.24,IR,1601344948
517,Ekhabi,53.51,142.97,53.51,84,100,7.92,RU,1601344948
518,Oodweyne,9.41,45.06,75.96,61,34,5.12,SO,1601344948
519,Port Hawkesbury,45.62,-61.35,69.8,88,90,8.05,CA,1601344949
520,Obanazawa,38.6,140.4,64.4,77,75,3.36,JP,1601344949
521,Gaza,31.5,34.47,77.0,73,40,3.36,PS,1601344861
522,Östersund,63.18,14.64,46.4,100,95,10.29,SE,1601344950
523,Palamuse,58.68,26.58,54.0,93,100,2.24,EE,1601344950
524,Tocopilla,-22.09,-70.2,61.03,62,2,3.36,CL,1601344950
525,Udachny,66.42,112.4,24.8,100,90,13.42,RU,1601344951
526,Chadan,51.28,91.58,42.69,62,62,0.76,RU,1601344951
527,Tías,28.96,-13.64,71.6,73,20,5.82,ES,1601344951
528,Biltine,14.53,20.92,78.78,70,64,4.7,TD,1601344952
529,Husavik,66.04,-17.34,35.6,69,90,11.41,IS,1601344952
530,Tamandaré,-8.76,-35.1,74.84,83,10,9.73,BR,1601344952
531,Anadyr,64.75,177.48,44.6,70,40,11.18,RU,1601344866
532,Sevierville,35.87,-83.56,68.0,100,90,4.7,US,1601344953
533,Ilula,-7.68,36.04,62.04,88,51,3.29,TZ,1601344953
534,Puerto Baquerizo Moreno,-0.9,-89.6,66.42,87,42,11.97,EC,1601344953
535,Zlobin,45.29,14.65,57.99,82,75,6.93,HR,1601344954
536,Marabá,-5.37,-49.12,84.2,74,5,4.7,BR,1601344954
537,Tarakan,3.3,117.63,78.55,81,100,5.73,ID,1601344790
538,Leshan,29.56,103.76,65.89,87,100,1.63,CN,1601344955
539,Khasan,42.43,130.64,59.99,78,100,11.81,RU,1601344955
540,Ialibu,-6.28,143.99,64.4,84,100,2.48,PG,1601344956
541,Balabac,7.99,117.06,84.45,70,100,6.17,PH,1601344956
542,Tessalit,20.2,1.01,86.59,18,0,9.37,ML,1601344928
543,Narón,43.52,-8.15,51.8,93,82,2.24,ES,1601344957
544,Dunedin,-45.87,170.5,43.0,63,100,5.99,NZ,1601344957
545,Palu,-0.89,119.87,88.34,57,81,1.7,ID,1601344958
546,Igarka,67.47,86.58,30.97,94,14,9.31,RU,1601344958
547,Kurduvādi,18.08,75.43,74.91,81,41,6.87,IN,1601344958
